""	"probe_id"	"symbol"
"1"	"RNA40079|RefSeq_2107_1652"	"DDX11L1"
"2"	"RNA40079|RefSeq_2107_1652"	"WASH7P"
"3"	"RNA47957|UCSC_6738_1595"	"DDX11L1"
"4"	"RNA47957|UCSC_6738_1595"	"WASH7P"
"5"	"RNA47956|UCSC_6737_1595"	"DDX11L1"
"6"	"RNA47956|UCSC_6737_1595"	"WASH7P"
"7"	"RNA39195|RefSeq_1160_2554"	"DDX11L1"
"8"	"RNA39195|RefSeq_1160_2554"	"WASH7P"
"9"	"RNA39941|RefSeq_1963_1769"	"DDX11L1"
"10"	"RNA39941|RefSeq_1963_1769"	"WASH7P"
"11"	"RNA40492|RefSeq_2551_1226"	"DDX11L1"
"12"	"RNA40492|RefSeq_2551_1226"	"WASH7P"
"13"	"RNA40500|RefSeq_2559_1220"	"DDX11L1"
"14"	"RNA40500|RefSeq_2559_1220"	"WASH7P"
"15"	"RNA47557|UCSC_6264_1702"	"DDX11L1"
"16"	"RNA47557|UCSC_6264_1702"	"WASH7P"
"17"	"RNA50548|UCSC_9859_848"	"DDX11L1"
"18"	"RNA50548|UCSC_9859_848"	"WASH7P"
"19"	"RNA43748|UCSC_1550_3517"	"DDX11L1"
"20"	"RNA43748|UCSC_1550_3517"	"WASH7P"
"21"	"RNA44124|UCSC_2003_3181"	"DDX11L1"
"22"	"RNA44124|UCSC_2003_3181"	"WASH7P"
"23"	"CB_028112"	"WASH7P"
"24"	"RNA49308|UCSC_8365_1189"	"WASH7P"
"25"	"RNA49509|UCSC_8602_1134"	"WASH7P"
"26"	"RNA50687|UCSC_10049_792"	"WASH7P"
"27"	"RNA50688|UCSC_10050_792"	"WASH7P"
"28"	"RNA48018|UCSC_6810_1581"	"WASH7P"
"29"	"RNA48027|UCSC_6823_1577"	"WASH7P"
"30"	"RNA49463|UCSC_8549_1148"	"WASH7P"
"31"	"RNA49938|UCSC_9117_1022"	"WASH7P"
"32"	"RNA50905|UCSC_10303_717"	"WASH7P"
"33"	"CB_028111"	"WASH7P"
