""	"probe_id"	"symbol"
"1"	"RNA47956|UCSC_6737_1595"	"DDX11L1"
"2"	"RNA47956|UCSC_6737_1595"	"WASH7P"
"3"	"RNA40079|RefSeq_2107_1652"	"DDX11L1"
"4"	"RNA40079|RefSeq_2107_1652"	"WASH7P"
"5"	"RNA47957|UCSC_6738_1595"	"DDX11L1"
"6"	"RNA47957|UCSC_6738_1595"	"WASH7P"
"7"	"RNA39195|RefSeq_1160_2554"	"DDX11L1"
"8"	"RNA39195|RefSeq_1160_2554"	"WASH7P"
"9"	"RNA39941|RefSeq_1963_1769"	"DDX11L1"
"10"	"RNA39941|RefSeq_1963_1769"	"WASH7P"
"11"	"RNA40492|RefSeq_2551_1226"	"DDX11L1"
"12"	"RNA40492|RefSeq_2551_1226"	"WASH7P"
"13"	"RNA40500|RefSeq_2559_1220"	"DDX11L1"
"14"	"RNA40500|RefSeq_2559_1220"	"WASH7P"
"15"	"RNA47557|UCSC_6264_1702"	"DDX11L1"
"16"	"RNA47557|UCSC_6264_1702"	"WASH7P"
"17"	"RNA50548|UCSC_9859_848"	"DDX11L1"
"18"	"RNA50548|UCSC_9859_848"	"WASH7P"
"19"	"RNA43748|UCSC_1550_3517"	"DDX11L1"
"20"	"RNA43748|UCSC_1550_3517"	"WASH7P"
"21"	"RNA44124|UCSC_2003_3181"	"DDX11L1"
"22"	"RNA44124|UCSC_2003_3181"	"WASH7P"
"23"	"CB_028112"	"WASH7P"
"24"	"RNA49509|UCSC_8602_1134"	"WASH7P"
"25"	"RNA49308|UCSC_8365_1189"	"WASH7P"
"26"	"RNA50688|UCSC_10050_792"	"WASH7P"
"27"	"RNA50687|UCSC_10049_792"	"WASH7P"
"28"	"RNA48018|UCSC_6810_1581"	"WASH7P"
"29"	"RNA48027|UCSC_6823_1577"	"WASH7P"
"30"	"RNA49463|UCSC_8549_1148"	"WASH7P"
"31"	"RNA49938|UCSC_9117_1022"	"WASH7P"
"32"	"RNA50905|UCSC_10303_717"	"WASH7P"
"33"	"CB_028111"	"WASH7P"
"34"	"RNA50487|UCSC_9787_868"	"WASH7P"
"35"	"RNA50628|UCSC_9963_818"	"WASH7P"
"36"	"RNA49635|UCSC_8757_1101"	"WASH7P"
"37"	"CB_030823"	"WASH7P"
"38"	"RNA33940|NRED_70_4404"	"WASH7P"
"39"	"RNA51610|UCSC_11185_452"	"WASH7P"
"40"	"CB_001375"	"WASH7P"
"41"	"CB_003198"	"WASH7P"
"42"	"RNA62672|RNAz_3390_237"	"WASH7P"
"43"	"RNA61885|RNAz_2600_246"	"WASH7P"
"44"	"CB_001678"	"WASH7P"
"45"	"RNA59157|asoverlaps_844_780"	"WASH7P"
"46"	"RNA40586|RefSeq_2651_1130"	"FAM138A"
"47"	"RNA40588|RefSeq_2653_1130"	"FAM138A"
"48"	"RNA35891|ENCODE_761_821"	"FAM138A"
"49"	"RNA40585|RefSeq_2650_1130"	"FAM138A"
"50"	"RNA161685|XLOC_001632"	"FAM138A"
"51"	"RNA175345|ENST00000546223"	"FAM138A"
"52"	"RNA35650|ENCODE_518_1093"	"FAM138A"
"53"	"CB_030305"	"FAM138A"
"54"	"RNA162013|XLOC_002561"	"AL627309.3"
"55"	"RNA162013|XLOC_002561"	"AL627309.1"
"56"	"RNA35582|ENCODE_450_1319"	"AL627309.3"
"57"	"RNA35582|ENCODE_450_1319"	"AL627309.1"
"58"	"RNA165007|XLOC_006964"	"AL627309.3"
"59"	"RNA165007|XLOC_006964"	"AL627309.1"
"60"	"RNA45415|UCSC_3615_2373"	"AL627309.3"
"61"	"RNA45415|UCSC_3615_2373"	"AL627309.1"
"62"	"RNA40591|RefSeq_2656_1128"	"AL627309.1"
"63"	"RNA176797|ENST00000501426"	"AL627309.1"
"64"	"RNA163335|XLOC_004053"	"AL627309.1"
"65"	"RNA45939|UCSC_4275_2170"	"AL627309.1"
"66"	"RNA45940|UCSC_4276_2170"	"AL627309.1"
"67"	"RNA62952|RNAz_3670_234"	"AL627309.1"
"68"	"RNA62952|RNAz_3670_234"	"CICP27"
"69"	"RNA62658|RNAz_3376_237"	"AL627309.1"
"70"	"RNA62658|RNAz_3376_237"	"CICP27"
"71"	"RNA62660|RNAz_3378_237"	"AL627309.1"
"72"	"RNA62660|RNAz_3378_237"	"CICP27"
"73"	"RNA59432|RNAz_143_433"	"AL627309.1"
"74"	"RNA59432|RNAz_143_433"	"CICP27"
"75"	"RNA62894|RNAz_3612_235"	"AL627309.1"
"76"	"RNA62894|RNAz_3612_235"	"CICP27"
"77"	"RNA62895|RNAz_3613_235"	"AL627309.1"
"78"	"RNA62895|RNAz_3613_235"	"CICP27"
"79"	"CB_031779"	"AL627309.1"
"80"	"CB_031779"	"CICP27"
"81"	"RNA60355|RNAz_1067_306"	"CICP27"
"82"	"CB_031844"	"CICP27"
"83"	"RNA38387|RefSeq_302_4614"	"CICP27"
"84"	"RNA38438|RefSeq_355_4370"	"CICP27"
"85"	"RNA38461|RefSeq_378_4273"	"CICP27"
"86"	"RNA38463|RefSeq_380_4273"	"CICP27"
"87"	"CB_031474"	"AL627309.6"
"88"	"CB_030743"	"AL627309.6"
"89"	"CB_031517"	"AL627309.6"
"90"	"RNA37845|ENCODE_2717_323"	"AL627309.2"
"91"	"RNA35160|ENCODE_14_4860"	"AL627309.5"
"92"	"RNA36854|ENCODE_1724_518"	"AL627309.5"
"93"	"RNA158403|XLOC_001223"	"AL627309.5"
"94"	"RNA163333|XLOC_003662"	"AL627309.5"
"95"	"RNA48294|UCSC_7153_1498"	"AL627309.5"
"96"	"RNA48504|UCSC_7402_1431"	"AL627309.5"
"97"	"RNA37917|ENCODE_2790_295"	"AL627309.5"
"98"	"RNA37180|ENCODE_2050_457"	"AL627309.4"
"99"	"RNA37180|ENCODE_2050_457"	"AL627309.5"
"100"	"RNA37184|ENCODE_2054_456"	"AL627309.4"
"101"	"RNA37184|ENCODE_2054_456"	"AL627309.5"
"102"	"RNA36256|ENCODE_1126_673"	"AL627309.5"
"103"	"RNA35583|ENCODE_451_1317"	"AL627309.5"
"104"	"RNA35703|ENCODE_571_972"	"AL627309.5"
"105"	"RNA47287|UCSC_5912_1781"	"AL627309.5"
"106"	"RNA165718|XLOC_007621"	"AL627309.5"
"107"	"RNA36802|ENCODE_1672_530"	"AL627309.5"
"108"	"RNA49654|UCSC_8777_1097"	"WASH9P"
"109"	"RNA49837|UCSC_8998_1047"	"WASH9P"
"110"	"RNA49509|UCSC_8602_1134"	"WASH9P"
"111"	"RNA49308|UCSC_8365_1189"	"WASH9P"
"112"	"RNA50688|UCSC_10050_792"	"WASH9P"
"113"	"RNA50687|UCSC_10049_792"	"WASH9P"
"114"	"RNA50663|UCSC_10005_806"	"WASH9P"
"115"	"CB_028111"	"WASH9P"
"116"	"RNA50487|UCSC_9787_868"	"WASH9P"
"117"	"RNA50628|UCSC_9963_818"	"WASH9P"
"118"	"RNA49635|UCSC_8757_1101"	"WASH9P"
"119"	"CB_030823"	"WASH9P"
"120"	"RNA51609|UCSC_11184_452"	"WASH9P"
"121"	"CB_001375"	"WASH9P"
"122"	"CB_003198"	"WASH9P"
"123"	"RNA40225|RefSeq_2263_1520"	"AP006222.1"
"124"	"RNA40489|RefSeq_2548_1231"	"AP006222.1"
"125"	"RNA40354|RefSeq_2400_1388"	"AP006222.1"
"126"	"RNA49886|UCSC_9058_1036"	"AP006222.1"
"127"	"CB_030802"	"AP006222.1"
"128"	"CB_029261"	"AP006222.1"
"129"	"CB_029612"	"AP006222.1"
"130"	"CB_003712"	"AP006222.2"
"131"	"CB_003712"	"AP006222.1"
"132"	"RNA37082|ENCODE_1952_475"	"AP006222.1"
"133"	"CB_029612"	"RPL23AP24"
"134"	"CB_029612"	"AP006222.1"
"135"	"RNA40591|RefSeq_2656_1128"	"AP006222.1"
"136"	"RNA164619|XLOC_005566"	"AP006222.1"
"137"	"RNA157767|XLOC_000003"	"AP006222.1"
"138"	"RNA37819|ENCODE_2691_333"	"AP006222.1"
"139"	"RNA37395|ENCODE_2266_426"	"AL732372.1"
"140"	"RNA37395|ENCODE_2266_426"	"AL732372.2"
"141"	"RNA37500|ENCODE_2371_406"	"AL732372.1"
"142"	"RNA37500|ENCODE_2371_406"	"AL732372.2"
"143"	"RNA36948|ENCODE_1818_498"	"AL732372.1"
"144"	"RNA36948|ENCODE_1818_498"	"AL732372.2"
"145"	"RNA36951|ENCODE_1821_498"	"AL732372.1"
"146"	"RNA36951|ENCODE_1821_498"	"AL732372.2"
"147"	"RNA157769|XLOC_000004"	"AL732372.2"
"148"	"RNA35916|ENCODE_786_806"	"AL732372.2"
"149"	"CB_006370"	"OR4F29"
"150"	"CB_006370"	"AL732372.2"
"151"	"RNA164117|XLOC_004689"	"AL732372.2"
"152"	"RNA37082|ENCODE_1952_475"	"AL732372.2"
"153"	"CB_001934"	"AL732372.2"
"154"	"RNA45939|UCSC_4275_2170"	"AL732372.2"
"155"	"RNA62514|RNAz_3232_238"	"CICP7"
"156"	"RNA62514|RNAz_3232_238"	"AL732372.2"
"157"	"RNA62613|RNAz_3331_237"	"CICP7"
"158"	"RNA62613|RNAz_3331_237"	"AL732372.2"
"159"	"CB_031781"	"CICP7"
"160"	"CB_031781"	"AL732372.2"
"161"	"RNA62660|RNAz_3378_237"	"CICP7"
"162"	"RNA62660|RNAz_3378_237"	"AL732372.2"
"163"	"RNA59721|RNAz_433_358"	"CICP7"
"164"	"RNA59721|RNAz_433_358"	"AL732372.2"
"165"	"RNA60161|RNAz_873_316"	"AL732372.2"
"166"	"RNA60355|RNAz_1067_306"	"AL732372.2"
"167"	"CB_029982"	"AL732372.2"
"168"	"RNA61351|RNAz_2065_269"	"AL732372.2"
"169"	"RNA61389|RNAz_2103_268"	"AL732372.2"
"170"	"RNA38387|RefSeq_302_4614"	"AL732372.2"
"171"	"RNA38436|RefSeq_353_4370"	"AL732372.2"
"172"	"RNA38438|RefSeq_355_4370"	"AL732372.2"
"173"	"RNA38461|RefSeq_378_4273"	"AL732372.2"
"174"	"RNA38462|RefSeq_379_4273"	"AL732372.2"
"175"	"RNA38463|RefSeq_380_4273"	"AL732372.2"
"176"	"RNA38350|RefSeq_265_4874"	"AL732372.2"
"177"	"CB_031474"	"AL732372.3"
"178"	"CB_031474"	"AL732372.2"
"179"	"CB_031517"	"AL732372.3"
"180"	"CB_031517"	"AL732372.2"
"181"	"RNA50967|UCSC_10377_699"	"AL732372.3"
"182"	"RNA50967|UCSC_10377_699"	"AL732372.2"
"183"	"RNA178362|ENST00000526704"	"AL732372.2"
"184"	"RNA46057|UCSC_4422_2127"	"AL732372.2"
"185"	"RNA178368|ENST00000542435"	"AL732372.2"
"186"	"RNA178366|ENST00000427071"	"AL732372.2"
"187"	"RNA178365|ENST00000435244"	"AL732372.2"
